City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
225,Bathsheba,BB,79.41,scattered clouds,13.2167,-59.5167,Atlantis Hotel
226,Quelimane,MZ,74.03,scattered clouds,-17.8786,36.8883,Hotel Flamingo
227,Guanica,PR,78.15,few clouds,17.9716,-66.908,Copamarina Beach Resort & Spa
228,Kandrian,PG,83.16,overcast clouds,-6.2167,149.55,Kandrian Station
229,Mecca,SA,60.64,scattered clouds,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
230,Zaragoza,ES,52.81,few clouds,41.6561,-0.8773,INNSiDE Zaragoza
231,Manta,EC,82.18,scattered clouds,-0.95,-80.7333,Balandra Hotel
233,Alofi,NU,82.29,overcast clouds,-19.0595,-169.9187,Taloa Heights
234,Caravelas,BR,77.0,overcast clouds,-17.7125,-39.2481,Pousada dos Navegantes
235,Grindavik,IS,27.07,overcast clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
236,Warrington,GB,42.46,scattered clouds,53.3925,-2.5802,Villaggio Hotel
237,Lovington,US,40.32,clear sky,32.944,-103.3485,Buena vida rv parks
239,Marietta,US,43.61,overcast clouds,33.9526,-84.5499,Hilton Atlanta/Marietta Hotel & Conference Center
240,Iralaya,HN,80.42,clear sky,15.0,-83.2333,Iglesia morava renovada
241,Madang,PG,78.58,heavy intensity rain,-5.2246,145.7966,Comfort Inn Hotel
243,Colares,PT,55.33,overcast clouds,38.7992,-9.4469,Arribas Sintra Hotel
244,Ambovombe,MG,75.24,few clouds,-25.1667,46.0833,RELAHARA
247,Arrifes,PT,59.23,few clouds,37.7667,-25.7,Hotel Ponta Delgada
248,Sinor,IN,60.91,clear sky,21.9167,73.3333,Reva Forest Homestay
250,Kragero,NO,33.46,clear sky,58.8693,9.4149,Kragerø Sportell and Apartments
251,Klaksvik,FO,36.52,overcast clouds,62.2266,-6.589,Airbnb rooms
252,Kashi,CN,24.01,few clouds,39.4547,75.9797,帕米尔青年旅舍
253,Sambava,MG,77.45,overcast clouds,-14.2667,50.1667,Melrose
254,Raikot,IN,43.63,clear sky,30.65,75.6,Gurdeep Boutique
255,Cockburn Town,TC,75.94,clear sky,21.4612,-71.1419,Osprey Beach Hotel
256,Coahuayana,MX,90.88,clear sky,18.7333,-103.6833,El rranchito michuacan de ocampos
257,Moratuwa,LK,77.02,few clouds,6.773,79.8816,Sa Mansion By Yoho
258,Kailua,US,81.14,clear sky,21.4022,-157.7394,Sheffield House Bed & Breakfast
259,La Peca,PE,83.71,broken clouds,-5.6111,-78.435,Hospedaje San Miguelito
260,Abu Dhabi,AE,66.96,clear sky,24.4667,54.3667,Beach Rotana
261,San Miguel Ixtahuacan,GT,66.54,scattered clouds,15.25,-91.75,Aldea Baljetre
262,San Fernando,PH,77.14,scattered clouds,15.0286,120.6898,Maharlika Hostel
263,Lompoc,US,71.69,clear sky,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
266,Carbonia,IT,52.45,clear sky,39.1672,8.5222,Lu 'Hotel
267,Road Town,VG,73.49,few clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
269,Constitucion,CL,66.11,few clouds,-35.3333,-72.4167,Hotel Boutique Las Azucenas
271,Wah,PK,47.01,clear sky,33.798,72.6957,UW Boys Hostel 27 Area Wah
272,Grafton,US,28.67,light snow,42.207,-71.6856,The Grafton Inn
274,Gamboma,CG,76.05,overcast clouds,-1.8764,15.8644,Residence N'Keni
276,Mabaruma,GY,76.39,clear sky,8.2,-59.7833,Monty Brooms Guest House
277,Moron,AR,77.97,overcast clouds,-34.6534,-58.6198,Hotel Morón
279,Ampanihy,MG,72.23,scattered clouds,-24.7,44.75,Angora Hotel
281,Meulaboh,ID,75.47,overcast clouds,4.1363,96.1285,Kost Pria
282,Victoria,HK,58.24,overcast clouds,22.2855,114.1577,Mini Hotel Central
283,Weinan,CN,35.29,broken clouds,34.5036,109.5089,Thank Inn Chain Hotel shanxi weinan linwei district jiefang road
284,Berlevag,NO,21.83,overcast clouds,70.8578,29.0864,Kvitbrakka
285,Santa Rosa,PH,77.11,overcast clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
286,Kahului,US,85.26,few clouds,20.8947,-156.47,Maui Seaside Hotel
287,Coihueco,CL,81.34,few clouds,-36.6167,-71.8333,Frutillares Centro Coihueco
288,Pacific Grove,US,69.48,clear sky,36.6177,-121.9166,Lovers Point Inn
289,Mercedes,AR,76.17,overcast clouds,-34.6515,-59.4307,Posada del Inti Centro
290,Inhambane,MZ,79.21,broken clouds,-23.865,35.3833,Oceano
291,Winslow,US,42.96,clear sky,35.0242,-110.6974,Best Western Plus Winslow Inn
292,Talcahuano,CL,64.56,clear sky,-36.7167,-73.1167,departamento comodo
293,Bonthe,SL,77.41,scattered clouds,7.5264,-12.505,Bonthe Holiday Village
294,Sao Filipe,CV,73.53,clear sky,14.8961,-24.4956,Hotel Xaguate
295,Bure,ET,63.32,overcast clouds,10.7,37.0667,Holiday
297,Tual,ID,83.73,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
298,Tura,IN,51.21,broken clouds,25.5198,90.2201,Hotel RIKMAN Continental
302,The Valley,AI,73.26,few clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
303,Jalingo,NG,74.05,clear sky,8.8833,11.3667,Debright Motel
304,Ko Samui,TH,82.06,light rain,9.5357,99.9357,The Passage
305,Fortuna,US,61.41,clear sky,40.5982,-124.1573,Super 8 by Wyndham Fortuna
306,San Ramon,US,66.4,clear sky,37.7799,-121.978,San Ramon Marriott
307,Mount Gambier,AU,61.34,overcast clouds,-37.8333,140.7667,The Commodore
309,Esperance,AU,62.44,clear sky,-33.8667,121.9,Hospitality Esperance
311,Inndyr,NO,23.04,scattered clouds,67.0338,14.0276,Heimsjyen
312,Mogadishu,SO,76.46,scattered clouds,2.0371,45.3438,Hotel Juba
313,Nizwa,OM,66.38,clear sky,22.9333,57.5333,Orient Apartments
315,Alice Springs,AU,60.35,clear sky,-23.7,133.8833,Desert Palms Alice Springs
316,Broome,US,20.62,scattered clouds,42.2506,-75.833,Chenango Valley State Park
317,Hollola,FI,20.01,light snow,61.05,25.4333,Villa Aleksi
318,Matara,LK,73.18,scattered clouds,5.9485,80.5353,Amaloh Boutique Resort
320,Bubaque,GW,78.17,clear sky,11.2833,-15.8333,"Casa Dora, Bubaque"
321,Georgetown,MY,78.89,scattered clouds,5.4112,100.3354,Cititel Penang
323,Bria,CF,77.07,overcast clouds,6.5423,21.9863,WFP Guesthouse
324,Mangrol,IN,64.31,clear sky,21.1167,70.1167,Hotel The Royal Honours
325,Diamantino,BR,78.87,broken clouds,-14.4086,-56.4461,Hotel Delta
326,Mildura,AU,72.07,overcast clouds,-34.2,142.15,Mercure Hotel Mildura
328,Dir,PK,30.94,clear sky,35.2058,71.8756,Sindh Hotal Dir
329,Ammon,US,20.95,overcast clouds,43.4696,-111.9666,"Holiday Inn Express & Suites Idaho Falls, an IHG Hotel"
330,Shwebo,MM,59.83,clear sky,22.5667,95.7,MOON SHINE Guest House
331,Huntsville,US,33.93,overcast clouds,34.7304,-86.5861,Embassy Suites by Hilton Huntsville Hotel & Spa
332,Gautier,US,41.09,light rain,30.3858,-88.6117,Magnolia Inn of Gautier
333,Shubarkuduk,KZ,27.82,overcast clouds,49.1447,56.4872,Sirius
334,San Cristobal,VE,77.18,broken clouds,7.7669,-72.225,Pirineos
335,Visnes,NO,38.21,broken clouds,59.3556,5.2242,Park Inn Haugesund Airport
337,Northam,GB,44.62,broken clouds,51.0333,-4.2167,Durrant House Hotel
338,Nelson Bay,AU,73.0,overcast clouds,-32.7167,152.15,Mantra Nelson Bay
339,Maheshwar,IN,60.85,clear sky,22.1833,75.5833,Hotel Kanchan Recreation
340,Ngawi,ID,74.05,broken clouds,-7.4038,111.4461,"""G.W.A. KOST"" NGAWI"
341,Cabo San Lucas,MX,74.61,clear sky,22.8909,-109.9124,Hotel Tesoro Los Cabos
342,Tasiilaq,GL,24.96,overcast clouds,65.6145,-37.6368,The Red House
344,Los Amates,GT,94.19,broken clouds,15.2667,-89.1,Las Basas
345,Tuatapere,NZ,56.82,overcast clouds,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
346,Haimen,CN,49.89,overcast clouds,23.1935,116.6142,Jinghao Business Hotel
347,French Harbor,HN,82.4,broken clouds,16.35,-86.4333,"Fantasy Island Beach Resort, Dive & Marina"
348,Waingapu,ID,77.5,scattered clouds,-9.6567,120.2641,Pondok Wisata Elim
349,Hawalli,KW,64.56,clear sky,29.2833,47.9972,"Holiday Inn Kuwait al Thuraya City, an IHG Hotel"
350,Ergani,TR,35.15,broken clouds,38.2653,39.7621,Serkan Hotel
353,Shingu,JP,39.9,scattered clouds,33.7333,135.9833,Shingu UI Hotel
354,Betare Oya,CM,71.26,overcast clouds,5.6,14.0833,Auberge Tembina Betaré Oya
355,Shimoda,JP,37.11,few clouds,34.6667,138.95,Shimoda Tokyu Hotel
356,Sao Fidelis,BR,75.83,overcast clouds,-21.6461,-41.7469,Hotel São José
357,Viedma,AR,66.38,overcast clouds,-40.8135,-62.9967,Hotel Cristal
360,Jertih,MY,80.47,overcast clouds,5.7336,102.4897,One Utama Hotel
361,Queimadas,BR,81.14,overcast clouds,-10.9783,-39.6264,Hotel Mandala
363,La Ligua,CL,69.58,clear sky,-32.4524,-71.2311,Hotel Anchimallen
365,Kankipadu,IN,67.05,scattered clouds,16.45,80.7833,Moshe tiffin center
366,Placerville,US,62.51,clear sky,38.7296,-120.7986,Historic Cary House Hotel
367,Marienburg,PL,43.12,overcast clouds,54.0359,19.0266,Hotel Centrum Malbork
369,Chai Nat,TH,80.06,overcast clouds,15.1167,100.1,Thai Boxing ROSEINN RESORT
370,Mubi,NG,66.11,broken clouds,10.2676,13.2644,Hotel
372,El Alto,PE,74.86,scattered clouds,-4.2714,-81.2147,Black Marlin Restaurant & Hospedaje
373,Illapel,CL,75.87,clear sky,-31.6308,-71.1653,Hotel Londres
374,Tateyama,JP,44.53,scattered clouds,34.9833,139.8667,Tateyama Seaside Hotel
375,Merke,KZ,31.05,clear sky,42.8728,73.1786,Gostinitsa Merki
376,San Quintin,MX,62.01,clear sky,30.4833,-115.95,Don Eddie's Landing
377,Gushikawa,JP,58.23,overcast clouds,26.3544,127.8686,Kirari Guest House
378,Yining,CN,34.56,clear sky,29.0361,114.5636,Xiushui Hotel
379,Tezu,IN,57.52,overcast clouds,27.9167,96.1667,Circuit House
381,Molepolole,BW,73.54,light rain,-24.4066,25.4951,Butterfly Tree Guesthouse
382,Oyama,JP,39.58,clear sky,36.3,139.8,Toyoko Inn Oyama-eki Higashi-guchi No.1
383,Grants,US,32.23,clear sky,35.1473,-107.8514,"Motel 6 Grants, NM"
384,Maceio,BR,78.24,few clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
385,Dwarka,IN,69.08,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
386,Sainte-Maxime,FR,54.68,scattered clouds,43.3,6.6333,Hôtel Les Jardins De Sainte Maxime
388,Nouadhibou,MR,69.78,clear sky,20.931,-17.0347,El Medina
389,Awbari,LY,51.03,clear sky,26.5921,12.7805,فندق أوباري
392,Camacha,PT,59.54,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
393,Cali,CO,78.8,scattered clouds,3.4372,-76.5225,Hotel La Luna
394,Mount Pleasant,US,68.14,heavy intensity rain,32.7941,-79.8626,Best Western Patriots Point
396,Kalianget,ID,77.76,broken clouds,-7.05,113.9333,Pesanggrahan Garam
397,Tela,HN,88.02,scattered clouds,15.7833,-87.45,Hotel & Restaurante Cesar Mariscos
398,Andilamena,MG,66.83,light rain,-17.0167,48.5833,Police men home Andilamina
399,Mayumba,GA,76.71,broken clouds,-3.432,10.6554,LIKWALE LODGE
400,Jaumave,MX,40.95,scattered clouds,23.4167,-99.3833,HOTEL CIENEGA
401,Umm Lajj,SA,61.75,clear sky,25.0213,37.2685,Moon light Furnished Units
402,Rio Grande,BR,76.95,scattered clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
404,East Moline,US,21.42,overcast clouds,41.5009,-90.4443,Residence Inn by Marriott Moline Quad Cities
405,Mahebourg,MU,79.25,broken clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
409,Lisala,CD,73.89,overcast clouds,2.15,21.5167,Flat hôtel tozelaka
410,Calabozo,VE,91.15,overcast clouds,8.9242,-67.4293,Hotel Giardini
412,Coos Bay,US,52.14,overcast clouds,43.3665,-124.2179,Best Western Holiday Hotel
413,Angoche,MZ,77.83,overcast clouds,-16.2325,39.9086,Guest House HESADA
415,San Pedro,PH,76.35,broken clouds,14.35,121.0167,Palines Apartment and Guesthouse
416,Muscat,OM,64.42,few clouds,23.6139,58.5922,Mutrah Hotel
418,Cayenne,GF,79.09,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
419,Najran,SA,66.85,clear sky,17.4924,44.1277,محمد هادي ال فطيح
